,Year,Continent,Disaster Type,counts
3142,2020,Asia,Wildfire,4
3143,2020,Europe,Earthquake,3
3144,2020,Europe,Extreme temperature,4
3145,2020,Europe,Flood,15
3146,2020,Europe,Landslide,2
3147,2020,Europe,Miscellaneous accident,6
3148,2020,Europe,Storm,15
3149,2020,Europe,Transport accident,3
3150,2020,Europe,Wildfire,2
3151,2020,Oceania,Flood,6
3152,2020,Oceania,Landslide,2
3153,2020,Oceania,Storm,9
3154,2020,Oceania,Wildfire,1
3155,2021,Africa,Flood,1
3156,2021,Africa,Storm,4
3157,2021,Africa,Transport accident,6
3158,2021,Americas,Flood,4
3159,2021,Americas,Storm,2
3160,2021,Americas,Transport accident,4
3161,2021,Asia,Drought,2
3162,2021,Asia,Earthquake,3
3163,2021,Asia,Flood,5
3164,2021,Asia,Glacial lake outburst,1
3165,2021,Asia,Industrial accident,1
3166,2021,Asia,Landslide,1
3167,2021,Asia,Miscellaneous accident,3
3168,2021,Asia,Storm,2
3169,2021,Asia,Transport accident,4
3170,2021,Europe,Miscellaneous accident,1
3171,2021,Europe,Storm,1
3172,2021,Europe,Transport accident,2
3173,2021,Oceania,Storm,1
3174,2021,Oceania,Wildfire,1
